ID,Type,Tag,Diffcult,Question,Option1,Option2,Option3,Option4,Answer,AnswerNO
90,1,,1,斯坦福桥球场是英超联赛中哪只英超足球队的主场球场？,切尔西,尤文图斯,利物浦,,斯坦福桥球场，由阿奇巴尔德·利思设计，为英超球队切尔西的主场，它于1877年建成而切尔西球会在1905开始使用这个球场，已有一百周年的历史。,3
91,1,,1,我们所听到的光年是一种什么单位？,长度,时间,重量,,光年是长度单位，是计量光在宇宙真空中沿直线传播了一年时间的距离的单位，一般被用于衡量天体间的时空距离，其字面意思是指光在宇宙真空中沿直线传播了一年时间所经过的距离，为9，460，730，472，580，800米，是时间和光速计算出来的单位。,3
92,1,,1,通用的体温计上标的最高刻度是多少摄氏度？,42°,38°,46°,,水银体温表的最大刻度一般只到摄氏42°，处于高于42℃的环境下水银柱收缩时中间容易会因此出现中断（即水银柱读数段多一段空间），这样，使得指示温度失准，此时，即使体温计不会出现因内部体积膨胀而将体温计撑破，体温计因失准也就算损坏了，,3
93,1,,1,“无肠公子”是什么的代称？,螃蟹,无心肝的人,虾,,因为蟹壳里没有肠子，故名。晋代葛洪《抱扑子》：“称无肠公子者，蟹也。”,3
94,1,,1,在中国古代，一度被奉作天帝的是哪一颗星？,紫微星,南斗星,红鸾星,,太一星又名帝星即紫微星，古来的研究者都把紫微星当成“帝星”，所以命宫主星是紫微的人就是帝王之相。《荆州占》：“勾陈者，黄龙之位也，太一之所妃也”。汉代朝廷崇拜的主神、天帝“太一”。起初由汉武帝开始祭祀。王莽有将“太一”、“昊天上帝”两个神合并的打算。,3
95,1,,1,“老抽”、“生抽”是指我们日常生活中的哪种烹饪调料？,酱油,醋,味精,,生抽是酱油的一种，是以大豆或黑豆、面粉为主要原料，人工接入种曲，经天然露晒，发酵而成的，颜色比较淡并且呈红褐色。老抽是在生抽的基础上加入焦糖，经特殊工艺制成的浓色酱油，适合肉类增色作用。老抽是做菜中必不缺少的调味品。,3
96,1,,1,食用螃蟹的时候以下哪个部位不能吃？,蟹心,蟹眼,蟹脑,,螃蟹四个部位不能食用，分别是蟹腮、蟹肠、蟹胃、蟹心。,3
97,1,,1,著名化妆品品牌美宝莲所属公司是？,欧莱雅,ysl,雅诗兰黛,,欧莱雅集团是化妆品行业的领导者，业务遍布全球，可以说有人的地方就有欧莱雅集团的品牌。1996年，收购Maybelline(美宝莲)。,3
98,1,,1,猪八戒和唐僧是喝了哪个河水而怀孕的？,子母河,斡难河,黑水河,,子母河在《西游记》中曾提到过，西游记中提到西梁女国没有男子，女子成年后就可以去取子母河水吃，吃过即可怀孕，唐僧和八戒不知就里，误吃了子母河水，最后还是悟空去解阳山，取了落胎泉水，才度过此难。,3
99,1,,1,我们通常说“什么底下好乘凉”比喻有所依托？,大树,井,房屋,,大树底下好乘凉，这是一句俗语，延伸下本意，就是说在强者面前弱者被遮蔽，自己的利益得不到保障。,3
100,1,,1,出自杨文奎《儿女团圆》中“人无千日好”的下一句是什么？,花无百日红,无雨也有风,日久见人心,,元·杨文奎《儿女团圆》楔子：“人无千日好，花无百日红。早时不算计，过后一场空。”比喻好景不长或友情难以持久。现指人生不是一帆风顺的，会遭受大大小小的挫折与磨难，英雄自古多磨难。同时会有许多落魄的凤凰不如鸡，更会有虎落平阳被犬欺的人生之路。,3
101,1,,1,韩国电视剧城市猎人中的男主角的扮演者是哪位韩国明星？,李敏镐,宋仲基,李钟硕,,李敏镐，1987年6月22日出生于首尔，韩国男演员，2011年主演电视剧《城市猎人》，凭该剧荣获韩国电视剧大奖最佳男演员奖及SBS演技大赏最佳演技奖。,3
102,1,,1,水晶名珠是人们对哪一种水果的爱称？,葡萄,石榴,樱桃,,“水晶明珠”是人们对葡萄的爱称，因为它果色艳丽、汁多味美、营养丰富。果实含糖量达10%~30%，并含有多种微量元素，又有增进人体健康。,3
103,1,,1,我国航班号后两位数表示？,航班序号,飞机编号,机型代号,,"前面的字母表示所执行的航空公司，航班号后加""K""的航班一般表示加班航班，出现在旺季比较多;航班号后加""A""的航班一般表示补飞航班，国内航班后两位数字，如CA1701（杭州-北京）中的“01”表示该航班的班次。",3
104,1,,1,出自冯梦龙《东周列国志》的俗语“种瓜得瓜”的下一句是？,种豆得豆,要风得雨,呼风唤雨,,种瓜得瓜，种豆得豆。施薄报薄，施厚报厚。有施无报，何异禽兽？语出《东周列国志》，意思是种什么，收什么。比喻因果报应关系。,3
105,1,,1,下列哪一种不是《三国演义》中描述的诸葛亮所发明的？,发石车,木牛流马,诸葛弩,,投石车在春秋时就有雏形，三国虎牢关之战中就有出现。,3
106,1,,1,茶叶的含水量高于8%会导致什么后果？,发生霉变,茶叶味道更好,没有什么影响,,茶叶喜燥怕潮湿，受潮后易发热变霉。在高湿度的环境中，3－5天即出现霉花和结块，茶叶的含水量高于8％时就会发霉，含水量达到12％时霉菌繁殖旺盛，可长出白毛并发出霉味。,3
107,1,,1,马头琴是我国哪一民族的拉弦乐器？,蒙古族,维吾尔族,高山族,,马头琴是中国蒙古族民间拉弦乐器。蒙古语称“绰尔”，琴身木制，长约一米，有两根弦，共鸣箱呈梯形、声音圆润。,3
108,1,,1,走私、贩卖、运输、制造多少克毒品是犯罪行为？,无论数量多少,海洛因50克以上,海洛因100克以上,,《刑法》第三百四十六条【走私、贩卖、运输、制造毒品罪】：走私、贩卖、运输、制造毒品，无论数量多少，都应当追究刑事责任，予以刑事处罚。,3
109,1,,1,樱桃白兰地是用樱桃作原料酿制的，对不对？,对,不对,有些是,,樱桃白兰地以樱桃树果实樱桃榨汁为主原料所制成。樱桃榨汁时果核常无意间一并碾碎，饮用时会感觉到樱桃核的粒子存在。,3
110,1,,1,否决权最初的语义是：,我禁止,这是不对的,我同意,,否决权指某一组织或个人有权力单方面决定停止一项立法工作，否决权的拥有者拥有无限的权力来禁止一项政策的改变，概括来说意为“我·禁止”。,3
111,1,,1,蜜蜂中的“蜂王”是：,雌蜂,雄蜂,工蜂,,蜂王也叫“母蜂”、“蜂后”，是生殖器官发育完全的雌蜂。,3
112,1,,1,鲨鱼用什么呼吸？,鳃,肺,皮肤,尾部,鲨和其他硬骨鱼一样，都是以外胚层形成的鳃来行使呼吸作用的。,4
113,1,,1,哪一区域是我国最大的商品性大豆和出口大豆生产基地？,东北,华北,华南,,东北是中国最大的商品性大豆和出口大豆生产基地。中国大豆分布广泛，而以东北松辽平原和华北的黄淮平原最为集中。松辽平原是中国最主要的大豆生产基地，主要集中于松花江、辽河沿岸和哈大线沿线。,3
114,1,,1,造成煤气中毒的气体是：,一氧化碳,二氧化碳,氮气,,煤气中毒，是由于含碳物质（如煤）在不完全燃烧的情况下，放出大量一氧化碳，进入人体后与人血液里专门负责运送氧气的血红蛋白结合，从而破坏其运氧能力，使人处于严重的缺氧状态而造成的。,3
115,1,,1,鲜啤酒就是通常所说的：,生啤酒,熟啤酒,热啤酒,冷啤酒,"鲜啤酒鲜啤酒又称为“生啤""。酒液不经过巴氏灭菌法处理的统称为鲜啤酒。因啤酒中保存了一部分营养丰富鲜啤酒的酵母菌，所以口味鲜美。但稳定性差，不能长时间存放，常温下保鲜期仅一天左右，低温下可保存3天左右。",4
116,1,,1,房主李某与侄子签订正式的房屋赠与合同，侄子已入住但未办过户手续李某能否收回房屋？,能,不能,依情况而定,,由于没有办理过户手续，即使侄子已经实际入住，房屋的所有权并没有因入住而发生改变。且赠与行为并不具有社会公益性质，也没有做过公证，所以根据《合同法》的规定，完全可以有权撤销赠与行为，收回房屋。,3
117,1,,1,储存期较长的啤酒是哪种啤酒？,熟啤酒,生啤酒,鲜啤酒,,熟啤酒存储期较长。熟啤酒不启瓶盖，在阴晾干燥处可储存三至六个月。生啤酒储存期较短，一般为7至10天。,3
118,1,,1,睡觉时若希望更凉爽，可用：,竹席,草席,毛毯,毛巾,竹席的竹子经过处理，具有吸附灰尘、清新空气、冰凉宜人的特性。,4
119,1,,1,乘客在车辆行驶中，不得将什么伸出车外,身体的任何部分,头部,手,脚,不能将自己身体的任何一个部位伸出车外，汽车在行驶过程中，以汽车的速度，伸出去的部位但凡碰到其他车辆或设施建筑都会必然会造成伤害，同时会影响其他车辆的行驶安全，对他人的安全与财产也造成危害。,4
120,1,,1,猫头鹰在猎物过于逼近自己时往往会先：,往后跃,往前跃,向左闪避,向右闪避,猫头鹰在猎物过于逼近自己时会张嘴并后退，然后纵向转动头部。这是因为猎物超出它的视线焦距范围，令它感到困惑和无从下手，后退和转动头部都是试图看清对方，有些小鸟就是利用这种特点，贴近猫头鹰飞行，令它晕头转向。,4
121,1,,1,红烧菜肴为什么放白糖？,呈色、提香,弥补苦味,以免太咸,补碘,食糖中的主要成分是蔗糖。蔗糖在烹调过程中发生各种化学变化，对菜肴呈色、提香起到很大的作用。蔗糖在热的作用下，生成两类物质：1.糖脱水的产物，即呈焦糖色；2.裂解生成挥发性产物。,4
122,1,,1,电脑硬盘是磁盘还是光盘？,磁盘,光盘,磁盘加光盘,磁盘和光盘,电脑的硬盘是磁盘，磁盘是指磁性介质，如软盘、硬盘。如果磁盘未有意锁定或写保护，则始终具有可擦写特性。而光盘是指光学介质，如cd、DVD.md等等。,4
123,1,,1,好莱坞位于美国什么州：,加利福尼亚州,纽约州,印第安纳州,华盛顿州,好莱坞，位于美国加利福尼亚州洛杉矶市的西北部，是洛杉矶的邻近地区，约有30万居民。,4
124,1,,1,清光绪年间曾对邮票有一种非常特殊的称谓，请问当时叫什么？,老人头,小孩头,邮贴,大人头,当时中国尚未发行邮票，流传到中国来的外国邮票绝大多数都是人头像。中国人便把这些邮票称为“人头”、“老人头”，1879年6月13日上海《申报》上刊出过一则《收买信封老人头》的广告。,4
125,1,,1,大汶口文化遗址在我国的：,山东,河南,河北,湖南,遗址因位于山东省泰山南麓泰安市郊区大汶口镇而得名，大汶口文化是新石器时代文化。,4
126,1,,1,某显示器分辨率为640*480，则其水平分辨率为：,640点,480点,320点,240点,分辨率的表示方式就是所有经线和纬线交叉点的数目，640为水平象素数，480为垂直象素数。,4
127,1,,1,挑选虾米时应挑选身体：,弯曲的,挺直的,透明的,黑的,弯曲的虾米代表其新鲜，一般死亡的物种身体都会平伸，所以平的虾米比较老，弯曲的虾米营养成分和口感都比平伸的虾米要好。,4
128,1,,1,当你面朝南时，左面是：,东,西,北,,上北下南，左西右东。面朝南时，左手边是东,3
129,1,,1,发射第一颗人造卫星的国家是：,前苏联,美国,中国,日本,1957年10月4日苏联发射了世界上第一颗人造卫星。之后，美国、法国、日本也相继发射了人造卫星。中国于1970年4月24日发射了东方红1号人造卫星。,4
130,1,,1,樱桃是樱花的果实吗？,不是,是,有些是,,樱花和樱桃不是同一种树，樱花不是樱桃的花，樱桃也不是樱花的果。樱桃属于蔷薇科落叶乔木果树。樱桃成熟时颜色鲜红，玲珑剔透，味美形娇，营养丰富，医疗保健价值颇高，又有“含桃”的别称。樱花，别名山樱花。属蔷薇科，落叶乔木。树皮紫褐色，平滑有光泽，有横纹。,3
